#

MARK 000
MARK 001
MARK 002
1.0,0.0,1.0,0.0,289410.75,289410.75,NaN,289410.75
1.0,1.0,1.0,0.0,289411.28,289411.28,0.532,289411.28
1.0,0.0,1.0,0.0,289411.34,289411.34,0.068,289411.34
1.0,1.0,1.0,0.0,289416.53,289416.53,5.188,289416.53
0.0,1.0,0.0,0.0,289417.84,289417.84,1.312,289417.84
0.0,0.0,1.0,0.0,289419.2,289419.2,1.332,289419.2
0.0,1.0,1.0,0.0,289426.06,289426.06,6.892,289426.06
0.0,0.0,1.0,0.0,289430.5,289430.5,4.428,289430.5
0.0,1.0,1.0,0.0,289433.12,289433.12,2.636,289433.12
0.0,0.0,1.0,0.0,289450.44,289450.44,17.292,289450.44
1.0,0.0,0.0,0.0,289453.06,289453.06,2.644,289453.06
0.0,0.0,0.0,0.0,289467.3,289467.3,14.244,289467.3
1.0,0.0,0.0,0.0,289474.16,289474.16,6.848,289474.16
0.0,0.0,0.0,0.0,289485.12,289485.12,10.968,289485.12
0.0,1.0,1.0,0.0,289488.12,289488.12,2.98,289488.12
1.0,1.0,0.0,1.0,289491.03,289491.03,2.904,289491.03
0.0,1.0,0.0,1.0,289501.25,289501.25,10.232,289501.25
1.0,1.0,0.0,1.0,289506.72,289506.72,5.46,289506.72
0.0,1.0,0.0,1.0,289516.47,289516.47,9.744,289516.47
1.0,1.0,0.0,1.0,289521.88,289521.88,5.412,289521.88
1.0,0.0,1.0,1.0,289525.12,289525.12,3.264,289525.12
0.0,0.0,0.0,1.0,289531.9,289531.9,6.772,289531.9
1.0,0.0,0.0,1.0,289537.6,289537.6,5.688,289537.6
0.0,0.0,0.0,1.0,289548.28,289548.28,10.688,289548.28
1.0,0.0,0.0,1.0,289554.56,289554.56,6.272,289554.56
1.0,1.0,1.0,1.0,289557.34,289557.34,2.788,289557.34
0.0,1.0,0.0,1.0,289565.94,289565.94,8.596,289565.94
1.0,1.0,0.0,1.0,289572.28,289572.28,6.332,289572.28
1.0,0.0,1.0,1.0,289597.6,289597.6,25.328,289597.6
0.0,0.0,0.0,1.0,289598.47,289598.47,0.868,289598.47
1.0,0.0,0.0,1.0,289603.47,289603.47,5.02,289603.47
0.0,0.0,0.0,1.0,289610.9,289610.9,7.436,289610.9
1.0,0.0,0.0,1.0,289614.97,289614.97,4.044,289614.97
0.0,0.0,0.0,1.0,289621.44,289621.44,6.476,289621.44
0.0,1.0,1.0,1.0,289623.4,289623.4,1.956,289623.4
1.0,1.0,0.0,1.0,289625.03,289625.03,1.632,289625.03
0.0,1.0,0.0,1.0,289630.44,289630.44,5.396,289630.44
1.0,1.0,0.0,1.0,289633.8,289633.8,3.392,289633.8
0.0,1.0,0.0,1.0,289639.72,289639.72,5.912,289639.72
1.0,1.0,0.0,1.0,289642.72,289642.72,3.0,289642.72
1.0,0.0,1.0,1.0,289646.47,289646.47,3.752,289646.47
0.0,0.0,0.0,1.0,289648.25,289648.25,1.764,289648.25
1.0,0.0,0.0,1.0,289651.28,289651.28,3.032,289651.28
0.0,0.0,0.0,1.0,289656.53,289656.53,5.268,289656.53
1.0,0.0,0.0,1.0,289659.66,289659.66,3.116,289659.66
0.0,0.0,0.0,1.0,289664.97,289664.97,5.308,289664.97
1.0,0.0,0.0,1.0,289668.1,289668.1,3.12,289668.1
0.0,0.0,0.0,1.0,289673.44,289673.44,5.36,289673.44
1.0,0.0,0.0,1.0,289676.62,289676.62,3.176,289676.62
0.0,0.0,0.0,1.0,289682.3,289682.3,5.676,289682.3
1.0,0.0,0.0,1.0,289685.4,289685.4,3.108,289685.4
0.0,0.0,0.0,1.0,289691.0,289691.0,5.588,289691.0
1.0,0.0,0.0,1.0,289694.4,289694.4,3.408,289694.4
1.0,1.0,1.0,1.0,289698.66,289698.66,4.264,289698.66
0.0,1.0,0.0,1.0,289700.62,289700.62,1.964,289700.62
1.0,1.0,0.0,1.0,289704.25,289704.25,3.616,289704.25
0.0,1.0,0.0,1.0,289710.9,289710.9,6.656,289710.9
1.0,1.0,0.0,1.0,289715.06,289715.06,4.148,289715.06
0.0,1.0,0.0,1.0,289722.44,289722.44,7.376,289722.44
1.0,1.0,0.0,1.0,289727.38,289727.38,4.932,289727.38
0.0,1.0,0.0,1.0,289737.75,289737.75,10.4,289737.75
1.0,1.0,0.0,1.0,289743.75,289743.75,5.992,289743.75
0.0,1.0,0.0,1.0,289758.97,289758.97,15.22,289758.97
1.0,1.0,0.0,1.0,289768.8,289768.8,9.84,289768.8
0.0,1.0,0.0,1.0,289792.7,289792.7,23.868,289792.7
1.0,1.0,0.0,1.0,289805.03,289805.03,12.352,289805.03
0.0,1.0,0.0,1.0,289843.66,289843.66,38.632,289843.66
1.0,1.0,0.0,1.0,289850.06,289850.06,6.388,289850.06
0.0,1.0,0.0,1.0,289858.16,289858.16,8.104,289858.16
1.0,1.0,0.0,1.0,289862.56,289862.56,4.408,289862.56
0.0,1.0,0.0,1.0,289869.5,289869.5,6.944,289869.5
1.0,1.0,0.0,1.0,289873.28,289873.28,3.772,289873.28
0.0,1.0,0.0,1.0,289879.28,289879.28,6.008,289879.28
1.0,1.0,0.0,1.0,289882.7,289882.7,3.408,289882.7
0.0,1.0,0.0,1.0,289888.28,289888.28,5.576,289888.28
1.0,1.0,0.0,1.0,289891.56,289891.56,3.292,289891.56
1.0,0.0,1.0,1.0,289894.62,289894.62,3.056,289894.62
0.0,0.0,0.0,1.0,289896.88,289896.88,2.268,289896.88
1.0,0.0,0.0,1.0,289899.94,289899.94,3.064,289899.94
0.0,0.0,0.0,1.0,289905.25,289905.25,5.3,289905.25
1.0,0.0,0.0,1.0,289908.3,289908.3,3.048,289908.3
1.0,1.0,1.0,1.0,289912.56,289912.56,4.256,289912.56
0.0,1.0,0.0,1.0,289913.44,289913.44,0.868,289913.44
1.0,1.0,0.0,1.0,289916.6,289916.6,3.156,289916.6
0.0,1.0,0.0,1.0,289922.12,289922.12,5.548,289922.12
1.0,1.0,0.0,1.0,289925.16,289925.16,3.04,289925.16
0.0,1.0,0.0,1.0,289930.38,289930.38,5.2,289930.38
0.0,0.0,1.0,1.0,289932.78,289932.78,2.408,289932.78
1.0,0.0,0.0,1.0,289933.56,289933.56,0.8,289933.56
0.0,0.0,0.0,1.0,289939.38,289939.38,5.784,289939.38
1.0,0.0,0.0,1.0,289942.6,289942.6,3.248,289942.6
0.0,0.0,0.0,1.0,289948.44,289948.44,5.824,289948.44
0.0,1.0,1.0,1.0,289950.94,289950.94,2.496,289950.94
1.0,1.0,0.0,1.0,289951.88,289951.88,0.952,289951.88
0.0,1.0,0.0,1.0,289958.34,289958.34,6.476,289958.34
1.0,1.0,0.0,0.0,289962.12,289962.12,3.76,289962.12
0.0,1.0,0.0,0.0,289969.22,289969.22,7.116,289969.22
1.0,1.0,0.0,0.0,289973.47,289973.47,4.236,289973.47
1.0,0.0,1.0,0.0,289977.8,289977.8,4.332,289977.8
0.0,0.0,0.0,0.0,289981.9,289981.9,4.12,289981.9
1.0,0.0,0.0,0.0,289987.06,289987.06,5.148,289987.06
0.0,0.0,0.0,0.0,289997.97,289997.97,10.904,289997.97
1.0,0.0,0.0,0.0,290004.8,290004.8,6.832,290004.8
0.0,0.0,0.0,0.0,290019.1,290019.1,14.28,290019.1
1.0,0.0,0.0,0.0,290027.0,290027.0,7.92,290027.0
1.0,1.0,1.0,0.0,290046.28,290046.28,19.268,290046.28
0.0,1.0,0.0,0.0,290058.28,290058.28,12.024,290058.28
1.0,1.0,0.0,0.0,290063.84,290063.84,5.54,290063.84
0.0,1.0,0.0,0.0,290071.62,290071.62,7.784,290071.62
1.0,1.0,0.0,0.0,290075.84,290075.84,4.224,290075.84
0.0,1.0,0.0,0.0,290082.53,290082.53,6.672,290082.53
1.0,1.0,0.0,0.0,290086.22,290086.22,3.692,290086.22
0.0,1.0,0.0,0.0,290091.72,290091.72,5.5,290091.72
1.0,1.0,0.0,0.0,290095.16,290095.16,3.448,290095.16
0.0,1.0,0.0,0.0,290101.12,290101.12,5.972,290101.12
1.0,1.0,0.0,0.0,290104.16,290104.16,3.04,290104.16
1.0,0.0,1.0,0.0,290108.3,290108.3,4.136,290108.3
0.0,0.0,0.0,0.0,290109.75,290109.75,1.432,290109.75
1.0,0.0,0.0,0.0,290112.8,290112.8,3.072,290112.8
0.0,0.0,0.0,0.0,290118.1,290118.1,5.288,290118.1
1.0,0.0,0.0,0.0,290121.25,290121.25,3.144,290121.25
1.0,1.0,1.0,0.0,290125.66,290125.66,4.416,290125.66
0.0,1.0,0.0,0.0,290126.56,290126.56,0.908,290126.56
1.0,1.0,0.0,0.0,290129.72,290129.72,3.14,290129.72
0.0,1.0,0.0,0.0,290135.06,290135.06,5.36,290135.06
1.0,1.0,0.0,0.0,290138.25,290138.25,3.176,290138.25
0.0,1.0,0.0,0.0,290143.88,290143.88,5.624,290143.88
MARK 003
